"","NFI_species","nfi_plot","meas_date","time_step","biomass_composition","meas_year","total_biomass_plot","pct_biomass","X","bark.thickness","bud.burst.timing..mean.month.","clonal.growth.form","coarse.root.rooting.depth","cold_tolerance","cone.serotiny","dispersal.distance","dispersal.syndrome","drought_tolerance","earliest.bud.burst.timing..month.","fire_resistance","fire_tolerance","foliage.type..deciduous.or.evergreen.","latest.bud.burst.timing..month.","leaf.dry.matter.content","leaf.flammability","leaf.force.to.punch","leaf.photosynthetic.rate","leaf.texture..coarseness.","leaf.thickness","leaf_length","maximum.height","plant.height..vegetative","resprouting.ability","shade_tolerance","specific.leaf.area","waterlogging_tolerance","wood..or.stem.specific..density","water.potential.at.50..loss.of.stem.hydraulic.conductivity","xylem.conductance","height.of.lowest.branch","hydraulic.safety.margin.50.","hydraulic.safety.margin.88.","leaf.mass.area","minimum.midday.xylem.pressure.potential","seed.bank.longevity","slope.of.vulnerability.curve","stem.conduit.diameter..vessels.and.tracheids.","water.potential.at.12..loss.of.stem.hydraulic.conductivity","water.potential.at.88..loss.of.stem.hydraulic.conductivity","degree.of.self.pruning","photosynthetic.water.use.efficiency","specific.leaf.conductivity","stem.conduit.density..vessels.and.tracheids.","stomatal.conductance","seedbank.duration","leaf.toughness","minimum.predawn.xylem.pressure.potential","stem.xylem.embolism.vulnerability..P50","Leaf.texture..sclerophylly..physical.strength..toughness.","Photosynthesis.rate.per.leaf.area","Plant.height.generative","leaf.water.content","seedbank.density","stomata.density","relative.growth.rate","intrinsic.water.use.efficiency"
"209","LARI LAR  ",997886,2021-07-23,"t2",57.65784,2021,532.581908,0.108260981332471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","LARI LYA ",1486451,2016-07-11,"t2",55.88872,2016,6989.6547,0.00799592002735128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","LARI LYA ",1493381,2016-07-05,"t2",717.55476,2016,4625.5431,0.15512875882618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","LARI LYA ",1472701,2016-07-07,"t2",912.22995,2016,3919.06515,0.232767232767233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","LARI OCC ",1472691,2016-07-09,"t2",3935.28,2016,8284.8,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","LARI OCC ",1500241,2016-07-06,"t2",549.4196,2016,549.4196,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","LARI OCC ",1486476,2016-07-01,"t2",99.7763,2016,7784.2774,0.0128176701410975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","PICE ENG ",1293686,2018-07-24,"t2",818.11191,2018,4379.30493,0.186813186813187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","PICE ENG ",1383116,2013-08-07,"t2",16.0816,2013,7329.3616,0.00219413379741013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","PICE ENG ",1211056,2018-07-12,"t2",172.07916,2018,7892.4789,0.021802929368617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","PICE ENG ",1211116,2018-07-15,"t2",4173.4269,2018,6787.2784,0.614889599931542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","PICE ENG ",1314376,2014-08-23,"t2",1586.92993,2014,6322.43,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","PICE ENG ",1279966,2018-07-06,"t2",3119.92815,2018,11132.73255,0.280248190279214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","PICE ENG ",1245481,2017-07-24,"t2",43.68344,2017,10951.8866,0.00398866803460145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","PICE ENG ",1369386,2013-08-22,"t2",0,2013,107.8015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","PICE ENG ",1335001,2014-08-17,"t2",4.44533,2014,26.149,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","PICE ENG ",1472701,2016-07-07,"t2",35.23635,2016,3919.06515,0.00899100899100899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","PICE ENG ",1376271,2013-08-31,"t2",0.126659,2013,0.9743,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","PICE ENG ",1300611,2019-07-31,"t2",3199.83234,2019,4487.5777,0.713042214288568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","PICE ENG ",1507036,2013-09-10,"t2",375.32196,2013,9623.64,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","PICE ENG ",1396871,2013-08-09,"t2",17.358363,2013,5421.5033,0.00320176195410598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","PICE ENG ",1396936,2013-07-19,"t2",834.64548,2013,6473.3506,0.128935621067705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","PICE ENG ",1424421,2013-09-13,"t2",108.7318,2013,5436.59,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","PICE ENG ",1417521,2013-08-13,"t2",0.898511,2013,3628.7611,0.000247608198842299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","PICE ENG ",1465841,2016-07-03,"t2",5997.37824,2016,11899.56,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","PICE ENG ",1479566,2015-07-22,"t2",0.722206,2015,6800.3606,0.000106201132922275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","PICE ENG GLA",1273001,2017-08-18,"t2",12472.41415,2017,18768.1539,0.664551996773641,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","PICE ENG GLA",1348756,2014-08-30,"t2",54.3783,2014,54.3783,1,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","PICE ENG GLA",1493316,2015-07-19,"t2",9631.612429,2015,11681.4893,0.824519218538342,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","PICE ENG GLA",1410756,2016-07-19,"t2",1587.12939,2016,5343.87,0.297,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","PICE ENG GLA",1410696,2013-07-17,"t2",641.4721,2013,4059.95,0.158,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","PICE ENG GLA",1300581,2014-08-24,"t2",0.754424,2014,18.8606,0.04,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","PICE ENG GLA",1307451,2014-08-26,"t2",5.702992,2014,35.6437,0.16,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","PICE ENG GLA",1383146,2013-09-14,"t2",392.56002,2013,4899.753,0.0801183284136976,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","PICE ENG GLA",1300521,2017-07-08,"t2",2362.29357,2017,8653.09,0.273,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","PICE ENG GLA",1183516,2021-07-29,"t2",2342.05692,2021,2358.35822,0.993087860927251,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","PICE ENG GLA",1355646,2013-09-15,"t2",1804.47575,2013,4695.3613,0.384310308559216,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","PICE ENG GLA",1334986,2014-08-09,"t2",27.2666,2014,27.2666,1,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","PICE ENG GLA",1355666,2016-07-22,"t2",571.59441,2016,4170.85811,0.137044798678131,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","PICE ENG GLA",1321206,2014-07-27,"t2",1823.112,2014,7351.184,0.248002498645116,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","PICE ENG GLA",1376306,2014-09-09,"t2",119.04489,2014,8386.05114,0.0141955835962145,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","PICE ENG GLA",1328066,2014-08-12,"t2",99.70037,2014,1262.03,0.079,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","PICE ENG GLA",1217986,2018-07-21,"t2",93.41713,2018,7152.677095,0.0130604427907562,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","PICE ENG GLA",1190456,2018-07-14,"t2",15929.14464,2018,18436.51,0.864,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","PICE ENG GLA",1321236,2014-08-18,"t2",4412.56594,2014,4770.12649,0.925041704711692,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","PICE ENG GLA",1107901,2020-07-20,"t2",1520.604528,2020,2007.8172,0.757342116603045,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","PICE ENG GLA",1314351,2014-08-18,"t2",43.4155,2014,43.4155,1,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","PICE ENG GLA",1334961,2014-07-20,"t2",3790.4985,2014,4954.9,0.765,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","PICE ENG GLA",1369431,2016-07-23,"t2",6207.48714,2016,12629.89746,0.491491491491492,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","PICE ENG GLA",1396871,2013-08-09,"t2",26.3185,2013,5421.5033,0.00485446536572246,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","PICE ENG GLA",1362486,2013-08-30,"t2",2571.5458,2013,2798.2,0.919,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","PICE ENG GLA",1217991,2018-07-18,"t2",1673.61664,2018,13075.13,0.128,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","PICE ENG GLA",1231761,2018-07-20,"t2",32.6458,2018,33.280447,0.980930334259032,22,15,6,4,1,-45.5,1,137.5,6,2.58,6,0,1,4,6,NA,NA,NA,5.07859338114286,2,NA,2.6,50,38.3514545454545,0,4.53,3.29642857142857,1.02,0.240555509403757,-3.43602541655023,NA,NA,NA,NA,309.029543251359,NA,NA,46.5362765835939,15.5680369041451,-3.36379602033207,-4.99695397966792,NA,4.17099578611111,NA,2606.28866622405,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
