"","nfi_plot","meas_date","biomass_total","meas_num","species_num","genus","species","variety","percent","species_rel","utm_n","utm_e","biomass_composition"
"1080",1506996,"2005-MAY-10",18691.82,0,1,"PSEU","MEN","MEN",43.9,0.333,5460000,550000,8205.70898
"1081",1506996,"2005-MAY-10",18691.82,0,2,"THUJ","PLI",NA,28.6,0.333,5460000,550000,5345.86052
"1082",1506996,"2005-MAY-10",18691.82,0,3,"TSUG","HET",NA,27.5,0.333,5460000,550000,5140.2505
"1083",1506996,"2016-AUG-09",19753.21,1,3,"TSUG","HET",NA,21.9,0.3,5460000,550000,4325.95299
"1084",1507026,"2001-AUG-23",3194.18,0,1,"PINU","CON",NA,84.8,0.87,5450000,670000,2708.66464
"1085",1507026,"2013-SEP-05",2147.23,1,1,"PINU","CON","LAT",50.4,0.625,5450000,670000,1082.20392
"1086",1507026,"2013-SEP-05",2147.23,1,2,"PSEU","MEN",NA,26.4,0.25,5450000,670000,566.86872
"1087",1507026,"2013-SEP-05",2147.23,1,3,"ABIE","LAS",NA,23.2,0.125,5450000,670000,498.15736
"1088",1507036,"2003-JUL-15",9004.78,0,1,"PINU","CON","LAT",93.6,0.953,5450000,710000,8428.47408
"1089",1507036,"2003-JUL-15",9004.78,0,2,"PICE","ENG",NA,6.4,0.047,5450000,710000,576.30592
"1090",1507036,"2013-SEP-10",9623.64,1,1,"PINU","CON","LAT",96.1,0.966,5450000,710000,9248.31804
"1091",1507036,"2013-SEP-10",9623.64,1,2,"PICE","ENG",NA,3.9,0.034,5450000,710000,375.32196
"1092",1507051,"2002-JUL-04",652.83,0,1,"PICE","SPP",NA,65.3,0.692,5440000,330000,426.29799
"1093",1507051,"2002-JUL-04",652.83,0,2,"ABIE","LAS",NA,34.7,0.308,5440000,330000,226.53201
"1094",1507051,"2015-AUG-08",2545.11,1,1,"PICE","SPP",NA,68.5,0.75,5440000,330000,1743.40035
"1095",1507051,"2015-AUG-08",2545.11,1,2,"ABIE","LAS",NA,29.7,0.208,5440000,330000,755.89767
"1096",1507051,"2015-AUG-08",2545.11,1,3,"PSEU","MEN","GLA",1.9,0.042,5440000,330000,48.35709
"1097",1507066,"2003-JUN-03",2085.45,0,1,"PSEU","MEN","GLA",95.9,0.947,5440000,390000,1999.94655
"1098",1507066,"2003-JUN-03",2085.45,0,2,"LARI","OCC",NA,4.1,0.053,5440000,390000,85.50345
"1099",1507066,"2015-AUG-09",2561.96,1,1,"PSEU","MEN","GLA",96.3,0.875,5440000,390000,2467.16748
"1100",1507066,"2015-AUG-09",2561.96,1,2,"BETU","PAP",NA,3.7,0.125,5440000,390000,94.79252
"1101",1507071,"2003-JUN-27",3055.54,0,1,"PINU","PON",NA,61.2,0.714,5430000,410000,1869.99048
"1102",1507071,"2003-JUN-27",3055.54,0,2,"PSEU","MEN","GLA",38.8,0.286,5430000,410000,1185.54952
"1103",1507071,"2015-JUL-24",4550.48,1,1,"PINU","PON",NA,63.2,0.714,5430000,410000,2875.90336
"1104",1507071,"2015-JUL-24",4550.48,1,2,"PSEU","MEN","GLA",36.8,0.286,5430000,410000,1674.57664
"1105",1513916,"2002-JUL-03",8500.08,0,1,"PINU","CON","LAT",99.3,0.982,5430000,710000,8440.57944
"1106",1513916,"2002-JUL-03",8500.08,0,2,"PICE","SPP",NA,0.7,0.018,5430000,710000,59.50056
"1107",1513916,"2015-AUG-13",10895.91,1,1,"PINU","CON","LAT",99.1,0.982,5430000,710000,10797.84681
"1108",1513916,"2015-AUG-13",10895.91,1,2,"PICE","SPP",NA,0.9,0.018,5430000,710000,98.06319
"1109",1520716,"2001-OCT-30",5906.28,0,1,"TSUG","HET",NA,49.3,0.75,5430000,390000,2911.79604
"1110",1520716,"2001-OCT-30",5906.28,0,4,"ACER","MAC",NA,1.5,0.016,5430000,390000,88.5942
"1111",1520716,"2016-JUN-20",11211.69,1,1,"TSUG","HET",NA,50.4,0.78,5430000,390000,5650.69176
"1112",1520716,"2016-JUN-20",11211.69,1,2,"PSEU","MEN",NA,24.2,0.119,5430000,390000,2713.22898
"1113",1520716,"2016-JUN-20",11211.69,1,3,"ALNU","RUB",NA,23.3,0.085,5430000,390000,2612.32377
"1114",1520716,"2016-JUN-20",11211.69,1,4,"ACER","MAC",NA,2.1,0.017,5430000,390000,235.44549
"1115",1534491,"2000-JUN-22",104.48,0,1,"PSEU","MEN","MEN",100,1,5380000,450000,104.48
"1116",1534491,"2009-AUG-24",1776.5,1,1,"PSEU","MEN",NA,100,1,5380000,450000,1776.5
"1117",1534491,"2016-JUN-21",3228.37,2,1,"PSEU","MEN",NA,99.2,0.966,5380000,450000,3202.54304
"1118",1534491,"2016-JUN-21",3228.37,2,2,"PINU","MON",NA,0.8,0.034,5380000,450000,25.82696
