"","nfi_plot","meas_date","smtree_biomass","loc_id","meas_num","species_num","genus","species","variety","smtree_percent","species_strel","utm_n","utm_e","smtree_percent/100","smtree_percent/100 * smtree_biomass"
"238",970321,"2004-AUG-25",0.8388,0,0,2,"PICE","GLA","",25,0.25,7020000,480000,0.25,0.2097
"239",970321,"2018-AUG-20",2.9261,0,1,1,"PICE","GLA","",100,1,7020000,480000,1,2.9261
"240",970336,"2005-JUL-27",22.3729,0,0,2,"POPU","TRE","",11,0.105,7020000,540000,0.11,2.461019
"241",970336,"2005-JUL-27",22.3729,0,0,1,"BETU","GLA","",90,0.895,7020000,540000,0.9,20.13561
"242",970336,"2018-AUG-28",0.4428,0,1,1,"PICE","MAR","",100,1,7020000,540000,1,0.4428
"243",977196,"2004-AUG-26",3.9473,0,0,1,"PICE","GLA","",84,0.667,7000000,460000,0.84,3.315732
"244",977196,"2004-AUG-26",3.9473,0,0,2,"SALI","SCO","",17,0.333,7000000,460000,0.17,0.671041
"245",977196,"2018-AUG-26",9.3758,0,1,1,"PICE","GLA","",99,0.833,7000000,460000,0.99,9.282042
"246",977196,"2018-AUG-26",9.3758,0,1,2,"POPU","TRE","",1,0.167,7000000,460000,0.01,0.093758
"247",977211,"2004-SEP-03",39.0411,0,0,1,"PICE","MAR","",97,0.7,7000000,520000,0.97,37.869867
"248",977211,"2004-SEP-03",39.0411,0,0,2,"LARI","LAR","",3,0.3,7000000,520000,0.03,1.171233
"249",977211,"2018-AUG-30",NA,0,1,1,"LARI","LAR","",100,1,7000000,520000,1,NA
"250",977281,"2004-JUL-18",222.665,0,0,1,"PINU","BAN","",100,0.98,6980000,490000,1,222.665
"251",977281,"2004-JUL-18",222.665,0,0,2,"PICE","MAR","",0,0.02,6980000,490000,0,0
"252",977281,"2015-AUG-25",227.4785,0,1,1,"PINU","BAN","",97,0.574,6980000,490000,0.97,220.654145
"253",977281,"2015-AUG-25",227.4785,0,1,2,"PICE","MAR","",3,0.426,6980000,490000,0.03,6.824355
"254",984081,"2004-AUG-31",97.6477,0,0,1,"PICE","MAR","",100,1,6980000,480000,1,97.6477
"255",984081,"2018-AUG-21",140.1901,0,1,1,"PICE","MAR","",100,1,6980000,480000,1,140.1901
"256",997836,"2005-JUL-28",18.5199,0,0,3,"PICE","MAR","",9,0.111,6940000,460000,0.09,1.666791
"257",997836,"2005-JUL-28",18.5199,0,0,4,"LARI","LAR","",3,0.037,6940000,460000,0.03,0.555597
"258",997836,"2018-AUG-22",26.0992,0,1,1,"PICE","MAR","",62,0.622,6940000,460000,0.62,16.181504
"259",997846,"2005-JUL-27",64.3697,0,0,1,"PICE","MAR","",89,0.424,6940000,490000,0.89,57.289033
"260",997846,"2005-JUL-27",64.3697,0,0,2,"LARI","LAR","",5,0.273,6940000,490000,0.05,3.218485
"261",997846,"2005-JUL-27",64.3697,0,0,3,"BETU","GLA","",2,0.121,6940000,490000,0.02,1.287394
"262",997846,"2005-JUL-27",64.3697,0,0,4,"SALI","PLA","",2,0.121,6940000,490000,0.02,1.287394
"263",997846,"2005-JUL-27",64.3697,0,0,5,"BETU","PAP","NEO",1,0.03,6940000,490000,0.01,0.643697
"264",997846,"2005-JUL-27",64.3697,0,0,6,"SALI","SPP","",1,0.03,6940000,490000,0.01,0.643697
"265",997846,"2018-AUG-31",92.6312,0,1,3,"BETU","NEO","",1,0.07,6940000,490000,0.01,0.926312
"266",997851,"2005-JUL-28",29.2744,0,0,1,"PICE","MAR","",97,0.824,6940000,510000,0.97,28.396168
"267",997851,"2005-JUL-28",29.2744,0,0,2,"ALNU","CRI","",3,0.176,6940000,510000,0.03,0.878232
"268",997851,"2018-AUG-31",122.6225,0,1,1,"PICE","MAR","",100,1,6940000,510000,1,122.6225
"269",997881,"2005-JUL-26",6.118,0,0,3,"PINU","BAN","",4,0.043,6940000,630000,0.04,0.24472
"270",997881,"2005-JUL-26",6.118,0,0,1,"POPU","TRE","",65,0.652,6940000,630000,0.65,3.9767
"271",997881,"2005-JUL-26",6.118,0,0,2,"BETU","GLA","",26,0.261,6940000,630000,0.26,1.59068
"272",997881,"2005-JUL-26",6.118,0,0,4,"SALI","SPP","",4,0.043,6940000,630000,0.04,0.24472
"273",997881,"2018-AUG-19",60.7195,0,1,3,"PICE","GLA","",0,0.045,6940000,630000,0,0
"274",997886,"2004-JUL-16",120.7446,0,0,2,"LARI","LAR","",5,0.009,6930000,650000,0.05,6.03723
"275",997886,"2004-JUL-16",120.7446,0,0,1,"PICE","MAR","",92,0.981,6930000,650000,0.92,111.085032
"276",997886,"2004-JUL-16",120.7446,0,0,3,"LARI","OCC","",2,0.009,6930000,650000,0.02,2.414892
"277",997886,"2021-JUL-23",163.8499,0,1,1,"PICE","MAR","",92,0.932,6930000,650000,0.92,150.741908
"278",997891,"2004-JUL-16",14.4538,0,0,1,"POPU","TRE","",100,1,6930000,360000,1,14.4538
"279",997891,"2021-JUL-23",169.4042,0,1,2,"GENC","SPP","",1,0.018,6930000,360000,0.01,1.694042
"280",997891,"2021-JUL-23",169.4042,0,1,1,"POPU","TRE","",99,0.982,6930000,360000,0.99,167.710158
