"","nfi_plot","meas_date","biomass_total","loc_id","meas_num","species_num","genus","species","variety","percent","species_ltrel","utm_n","utm_e","percent/100","percent/100 * biomass_total"
"231",901506,"2006-JUL-29",63.93,0,0,2,"PICE","MAR","",25.8,0.333,7220000,430000,0.258,16.49394
"232",901506,"2019-AUG-05",118.07,0,1,2,"PICE","MAR","",22.1,0.25,7220000,430000,0.221,26.09347
"233",901506,"2019-AUG-05",118.07,0,1,1,"LARI","LAR","",77.9,0.75,7220000,430000,0.779,91.97653
"234",901546,"2006-JUL-30",552.86,0,0,2,"PICE","MAR","",22.2,0.444,7210000,580000,0.222,122.73492
"235",901546,"2006-JUL-30",552.86,0,0,1,"PICE","GLA","",77.8,0.556,7210000,580000,0.778,430.12508
"236",901546,"2019-AUG-06",543.96,0,1,1,"PICE","GLA","",70.8,0.455,7210000,580000,0.708,385.12368
"237",901566,"2005-AUG-05",479.59,0,0,1,"PICE","MAR","",100,1,7210000,380000,1,479.59
"238",901566,"2019-AUG-06",404.32,0,1,2,"PICE","GLA","",4.7,0.067,7210000,380000,0.047,19.00304
"239",901566,"2019-AUG-06",404.32,0,1,1,"PICE","MAR","",95.3,0.933,7210000,380000,0.953,385.31696
"240",908331,"2002-AUG-19",1104.7,0,0,2,"PICE","MAR","",9.4,0.059,7200000,490000,0.094,103.8418
"241",908331,"2002-AUG-19",1104.7,0,0,1,"PICE","GLA","",90.6,0.941,7200000,490000,0.906,1000.8582
"242",908331,"2021-JUL-14",1976.24,0,1,1,"PICE","GLA","",100,1,7200000,490000,1,1976.24
"243",915266,"2005-AUG-29",23.02,0,0,1,"BETU","NEO","",100,1,7180000,430000,1,23.02
"244",915266,"2019-AUG-01",102.58,0,1,1,"BETU","PAP","NEO",52.3,0.5,7180000,430000,0.523,53.64934
"245",915266,"2019-AUG-01",102.58,0,1,2,"LARI","LAR","",28.1,0.25,7180000,430000,0.281,28.82498
"246",915266,"2019-AUG-01",102.58,0,1,3,"PICE","MAR","",19.7,0.25,7180000,430000,0.197,20.20826
"247",922181,"2005-AUG-06",451.11,0,0,2,"PICE","MAR","",31.7,0.4,7160000,560000,0.317,143.00187
"248",922181,"2005-AUG-06",451.11,0,0,1,"PICE","GLA","",68.3,0.6,7160000,560000,0.683,308.10813
"249",922181,"2019-AUG-07",447.69,0,1,1,"PICE","GLA","",66.5,0.588,7160000,560000,0.665,297.71385
"250",922181,"2019-AUG-07",447.69,0,1,2,"PICE","MAR","",19.8,0.235,7160000,560000,0.198,88.64262
"251",922181,"2019-AUG-07",447.69,0,1,3,"LARI","LAR","",13.8,0.176,7160000,560000,0.138,61.78122
"252",929016,"2004-AUG-28",381.5,0,0,1,"PICE","MAR","",100,1,7140000,380000,1,381.5
"253",929016,"2018-AUG-23",675.04,0,1,1,"PICE","MAR","",100,1,7140000,380000,1,675.04
"254",929061,"2005-AUG-05",79.83,0,0,1,"PICE","GLA","",79.3,0.5,7140000,560000,0.793,63.30519
"255",929061,"2005-AUG-05",79.83,0,0,2,"PICE","MAR","",20.7,0.5,7140000,560000,0.207,16.52481
"256",929061,"2018-AUG-29",82.03,0,1,2,"PICE","MAR","",20,0.5,7140000,560000,0.2,16.406
"257",929061,"2018-AUG-29",82.03,0,1,1,"PICE","GLA","",80,0.5,7140000,560000,0.8,65.624
"258",929066,"2005-AUG-06",319.31,0,0,1,"PICE","MAR","",88.3,0.889,7140000,580000,0.883,281.95073
"259",929066,"2005-AUG-06",319.31,0,0,2,"PICE","GLA","",11.7,0.111,7140000,580000,0.117,37.35927
"260",929066,"2019-AUG-09",330.47,0,1,2,"PICE","GLA","",24.6,0.25,7140000,580000,0.246,81.29562
"261",929066,"2019-AUG-09",330.47,0,1,1,"PICE","MAR","",75.4,0.75,7140000,580000,0.754,249.17438
"262",935891,"2004-AUG-30",17.31,0,0,1,"PICE","MAR","",100,1,7120000,360000,1,17.31
"263",935891,"2019-JUL-30",95.62,0,1,1,"PICE","MAR","",100,1,7120000,360000,1,95.62
"264",949656,"2004-SEP-02",2459.49,0,0,1,"PICE","MAR","",94.1,0.952,7080000,380000,0.941,2314.38009
"265",949656,"2004-SEP-02",2459.49,0,0,2,"PICE","GLA","",5.9,0.048,7080000,380000,0.059,145.10991
"266",949656,"2018-AUG-27",2568.21,0,1,2,"PICE","GLA","",5.9,0.047,7080000,380000,0.059,151.52439
"267",949656,"2018-AUG-27",2568.21,0,1,1,"PICE","MAR","",94.1,0.953,7080000,380000,0.941,2416.68561
"268",963511,"2004-JUL-19",796.61,0,0,1,"PICE","MAR","",67.4,0.714,7020000,460000,0.674,536.91514
"269",963511,"2004-JUL-19",796.61,0,0,2,"PICE","GLA","",32.6,0.286,7020000,460000,0.326,259.69486
"270",963511,"2015-AUG-25",727.48,0,1,1,"PICE","MAR","",67.5,0.765,7020000,540000,0.675,491.049
"271",963511,"2015-AUG-25",727.48,0,1,2,"PICE","GLA","",32.5,0.235,7020000,540000,0.325,236.431
"272",977196,"2004-AUG-26",2260.62,0,0,3,"POPU","TRE","",7.5,0.033,7000000,460000,0.075,169.5465
"273",977196,"2004-AUG-26",2260.62,0,0,2,"POPU","BAL","",10,0.1,7000000,460000,0.1,226.062
"274",977196,"2004-AUG-26",2260.62,0,0,1,"PICE","GLA","",82.5,0.867,7000000,460000,0.825,1865.0115
"275",977196,"2018-AUG-26",3034.55,0,1,1,"PICE","GLA","",87.7,0.897,7000000,460000,0.877,2661.30035
"276",977196,"2018-AUG-26",3034.55,0,1,2,"POPU","BAL","",6.6,0.069,7000000,460000,0.066,200.2803
"277",977196,"2018-AUG-26",3034.55,0,1,3,"POPU","TRE","",5.7,0.034,7000000,460000,0.057,172.96935
"278",977211,"2004-SEP-03",310.16,0,0,1,"PICE","MAR","",100,1,7000000,520000,1,310.16
"279",977211,"2018-AUG-30",339.45,0,1,1,"PICE","MAR","",100,1,7000000,520000,1,339.45
"280",977281,"2004-JUL-18",147.49,0,0,1,"PINU","BAN","",100,1,6980000,490000,1,147.49
"281",977281,"2015-AUG-25",304.81,0,1,2,"PICE","GLA","",16.5,0.182,6980000,490000,0.165,50.29365
"282",977281,"2015-AUG-25",304.81,0,1,1,"PINU","BAN","",83.5,0.818,6980000,490000,0.835,254.51635
"283",984081,"2004-AUG-31",248.78,0,0,1,"PICE","MAR","",100,1,6980000,480000,1,248.78
"284",984081,"2018-AUG-21",239.65,0,1,1,"PICE","MAR","",100,1,6980000,480000,1,239.65
"285",997836,"2005-JUL-28",138.49,0,0,1,"PICE","MAR","",100,1,6940000,460000,1,138.49
"286",997836,"2018-AUG-22",265.52,0,1,1,"PICE","MAR","",100,1,6940000,460000,1,265.52
"287",997846,"2005-JUL-27",275.47,0,0,2,"LARI","LAR","",20.5,0.25,6940000,490000,0.205,56.47135
"288",997846,"2005-JUL-27",275.47,0,0,1,"PICE","MAR","",79.5,0.75,6940000,490000,0.795,218.99865
"289",997846,"2018-AUG-31",341.79,0,1,1,"PICE","MAR","",71.7,0.7,6940000,490000,0.717,245.06343
"290",997846,"2018-AUG-31",341.79,0,1,2,"LARI","LAR","",28.3,0.3,6940000,490000,0.283,96.72657
"291",997851,"2005-JUL-28",19.19,0,0,1,"PICE","MAR","",100,1,6940000,510000,1,19.19
"292",997851,"2018-AUG-31",19.76,0,1,1,"PICE","MAR","",100,1,6940000,510000,1,19.76
"293",997886,"2004-JUL-16",88.92,0,0,1,"PICE","GLA","",100,1,6930000,650000,1,88.92
"294",997886,"2021-JUL-23",381.84,0,1,1,"PICE","GLA","",84.9,0.824,6930000,650000,0.849,324.18216
"295",997886,"2021-JUL-23",381.84,0,1,2,"LARI","LAR","",15.1,0.176,6930000,650000,0.151,57.65784
